#{"t_start": 1772595003.5941832, "env_id": "None"}
r,l,t
2441.8435,2001,933.107318
778.2795,1026,933.539849
1680.5851,2001,934.756723
1954.599,1990,935.214343
-280.31277,587,936.013268
727.6538,1012,936.153054
1788.6488,2001,936.457359
2165.3018,2001,936.878295
-17.297619,668,937.066312
1275.3638,1387,938.51232
541.14276,1282,938.815615
1570.981,2001,940.238098
1775.6322,2001,940.430062
2303.8445,2001,941.884388
1895.1868,2001,942.193189
1649.6495,2001,948.30371
857.04266,2001,948.495934
-334.28452,566,949.659511
1466.7958,2001,949.920085
1631.8243,2001,950.220123
-2.2500758,685,951.165372
890.8823,1538,951.782736
2344.3958,2001,951.831541
2012.1323,2001,953.276483
1796.9185,2001,954.515174
1344.5033,2001,955.130119
1826.4965,2001,955.17938
1180.5621,1844,956.419593
851.58435,1304,956.922758
2169.659,2001,958.499393
1773.2365,2001,958.548067
1560.2881,2001,959.751319
1469.5487,2001,960.252483
411.60562,464,960.391397
1507.7976,2001,961.83299
1414.4105,2001,961.881814
1877.5258,2001,963.63306
2245.0417,2001,963.771215
458.15152,1183,964.12987
1953.9215,2001,969.88069
2223.0798,2001,971.635358
919.2692,2001,971.772475
1984.2612,2001,972.124439
1649.2468,2001,973.194632
-99.9132,848,973.282737
1883.944,2001,975.020459
1487.4578,2001,975.161046
533.3179,1105,975.450215
1867.2139,2001,976.590582
297.49316,1267,976.900438
718.50287,768,978.25632
1781.1881,2001,978.382307
1816.062,2001,978.809373
345.9051,404,978.936297
2212.6692,2001,980.268387
743.97845,1434,980.802283
2010.0488,2001,981.634866
1986.6726,2001,982.326801
319.94626,1315,982.713445
1645.4414,2001,984.182203
1900.3453,2001,985.013962
1876.3708,2001,985.709985
2418.8381,2001,990.79617
313.7129,1063,991.193422
47.487675,672,991.715398
2009.6339,2001,992.251092
2199.8608,2001,993.797833
1895.5629,2001,994.591339
2483.9895,2001,995.130609
1727.5072,2001,995.678422
1580.5477,2001,997.200422
1838.4438,2001,997.985834
1856.8257,2001,998.509499
2169.7234,2001,999.055351
1738.4602,2001,1000.543559
2065.2114,2001,1001.325405
1849.397,2001,1001.845914
2023.9054,2001,1002.385604
2310.1145,2001,1003.881082
1599.0721,2001,1004.665532
1448.1656,2001,1005.186539
1757.0219,2001,1005.723949
242.96356,754,1006.823422
1514.5642,2001,1007.226418
1866.0642,2001,1012.60642
2650.4585,2001,1013.67105
1852.731,2001,1014.173743
1810.1278,2001,1015.220609
1925.576,1963,1015.950981
1086.1139,1602,1016.512077
290.78354,452,1017.136327
2120.6233,2001,1017.564909
862.28436,1763,1017.645189
1797.3816,2001,1019.316794
847.7473,862,1019.443218
1670.8206,2001,1020.5022
1901.1835,2001,1020.923059
1608.8982,1837,1022.567986
1976.145,2001,1022.668276
571.36725,1336,1022.944994
1888.4703,2001,1024.292296
1876.1732,2001,1025.942588
1955.6826,2001,1026.042504
1812.037,2001,1026.31974
678.1717,855,1027.506809
2142.5652,2001,1027.673382
2281.8728,2001,1032.574185
2727.6199,2001,1032.670737
1004.7901,1119,1033.068258
1140.805,951,1033.977509
2124.4534,2001,1034.123345
634.6071,584,1035.548831
2622.691,2001,1035.951593
2213.6948,2001,1036.450851
589.85455,1053,1037.000328
1661.7203,2001,1037.359491
1992.1206,2001,1039.302078
2188.6536,2001,1039.806064
1283.244,2001,1040.360518
1734.5135,2001,1040.725568
286.02036,461,1041.368046
936.4544,1324,1042.23248
1979.7515,2001,1042.678515
2439.2556,2001,1043.749303
845.4796,1188,1043.904562
1436.0057,2001,1044.755253
2160.459,2001,1046.116622
2099.2678,2001,1047.173626
2043.1605,2001,1047.32704
2184.3308,2001,1048.175094
1081.3488,1639,1048.390589
-41.97254,1816,1055.132555
2212.264,2001,1055.23474
1673.728,1636,1055.945471
1144.6072,2001,1056.235121
2063.208,2001,1058.507219
1177.141,1278,1058.60849
1783.103,2001,1058.610411
1953.7249,2001,1059.327238
2248.4585,2001,1061.894885
2169.7832,2001,1061.996109
2330.7976,2001,1061.998008
1313.1622,2001,1062.695074
1922.5585,2001,1065.2568
2304.4915,2001,1065.356355
1961.8728,2001,1065.358217
722.9763,2001,1066.065007
1836.9742,2001,1068.759418
2126.0784,2001,1068.85823
2054.9124,2001,1068.860021
1983.1692,2001,1069.574308
843.514,911,1075.671596
1828.5305,1934,1076.26481
1894.7296,1918,1076.343468
2341.1238,2001,1076.460033
1119.3546,2001,1079.018854
1842.8064,2001,1079.621484
2018.3962,2001,1079.700521
1989.2994,2001,1079.815295
341.74048,646,1079.911202
2372.393,2001,1082.968409
2341.8948,2001,1083.045371
2306.8335,2001,1083.162177
2514.5957,2001,1083.256358
2024.5192,2001,1086.320539
2335.4207,2001,1086.398929
2103.2708,2001,1086.516109
2256.4888,2001,1086.612486
2095.2754,2001,1089.693776
2182.441,2001,1089.773094
1522.8466,2001,1089.889898
2016.8544,2001,1089.987084
505.19672,621,1090.748576
2452.3254,2001,1095.196453
1110.7595,2001,1095.274339
2345.059,2001,1095.4844
1792.9603,2001,1096.250725
2170.5476,2001,1098.535123
2222.383,2001,1098.610828
1545.5569,2001,1098.8206
2835.0208,2001,1099.569884
1161.4155,1231,1100.284846
2101.8901,2001,1101.848731
778.1951,765,1101.919795
2942.9744,2001,1102.139693
870.5488,1877,1102.723258
573.2221,746,1103.754365
2356.1157,2001,1105.201553
2058.242,2001,1105.273171
1960.9054,2001,1105.491654
2485.9504,2001,1107.099447
1723.1855,1580,1107.364892
2405.4963,2001,1108.592892
2633.434,2001,1108.81309
1974.646,2001,1115.162441
2400.2073,2001,1115.434336
2228.5103,2001,1116.702784
609.2557,617,1116.905729
2542.991,2001,1116.924498
1327.3787,1224,1117.476497
1896.4286,1466,1118.737391
2398.7683,2001,1120.277264
2250.7974,2001,1120.296296
2717.5981,2001,1120.838329
1600.9425,1622,1121.568953
1011.2884,1255,1123.175006
2623.3005,2001,1123.644528
2381.129,2001,1123.662817
1398.0032,1924,1124.8268
1442.613,2001,1125.917861
910.1992,2001,1127.03085
2228.2183,2001,1127.04974
2745.2214,2001,1128.230449
1111.5024,1001,1128.435311
1279.3461,1676,1128.889267
1873.1643,2001,1130.390311
2861.65,2001,1131.585411
2309.306,2001,1135.124618
2823.5237,2001,1135.571374
2518.592,2001,1137.1424
1121.9711,1079,1137.710672
698.9062,856,1138.307524
2417.7996,2001,1138.320259
1913.9579,2001,1138.525614
612.7167,725,1139.316528
2634.53,2001,1141.076708
1901.5686,2001,1141.675498
1740.3782,1961,1141.835842
2435.1816,2001,1142.668586
1522.5852,1642,1143.952231
1303.0786,974,1144.642691
2778.7285,2001,1145.048827
2150.3728,2001,1145.212844
1396.9413,1354,1146.508166
2201.4067,2001,1147.297961
1110.3281,1143,1147.379959
2702.3242,2001,1148.431024
1486.5153,1510,1149.425013
921.9,1996,1149.898221
-278.5581,2001,1150.820317
2404.825,2001,1151.841229
2397.635,2001,1155.195736
2382.0234,2001,1155.666214
1694.2406,2001,1156.636797
2326.0562,2001,1157.640752
2342.9692,2001,1158.615317
2031.3877,2001,1159.088918
2408.094,2001,1159.993462
2438.411,2001,1161.033565
1073.5131,1374,1161.154419
2301.852,2001,1162.506235
2717.8486,2001,1162.79065
2304.2654,2001,1164.436166
2661.5115,2001,1164.558409
1956.2236,2001,1165.899563
2456.5015,2001,1166.182081
2340.2053,2001,1167.812056
2409.3108,2001,1167.930933
1825.5602,2001,1169.274406
2059.6157,2001,1169.55956
2542.0068,2001,1171.229337
2292.467,2001,1174.354327
2471.0085,2001,1175.715525
2464.1672,2001,1175.997522
1750.5945,1315,1176.070641
1995.3751,1971,1177.679847
1925.8269,1529,1178.758422
2657.426,2001,1179.057278
1672.4827,2001,1179.340587
2545.2625,2001,1181.01637
1944.142,1862,1181.899903
1890.9136,2001,1182.379988
1760.7158,2001,1182.656255
1051.0305,1320,1184.302706
2801.0745,2001,1184.348932
2191.4414,2001,1185.719635
2693.1443,2001,1186.002774
1236.4388,1327,1186.168665
2469.5256,2001,1187.657665
2564.6245,2001,1189.071856
2651.3218,2001,1189.351923
1666.5,2001,1189.522121
2506.858,2001,1195.713274
2426.7585,2001,1197.162209
2476.291,2001,1197.445712
2443.7808,2001,1197.616506
2432.3906,2001,1199.127429
1109.369,1032,1200.561387
2684.1426,2001,1200.56312
1911.3054,2001,1200.845778
2724.1062,2001,1201.014818
1946.3586,1524,1203.711277
2381.0146,2001,1203.919845
2226.0034,2001,1203.921716
3034.3801,2001,1204.207731
3178.3293,2001,1207.117162
2541.4438,2001,1207.317715
3037.822,2001,1207.31952
2080.2102,2001,1207.59611
1912.8497,1349,1209.74319
2892.7869,2001,1210.4327
2453.476,2001,1210.637788
2749.285,2001,1210.920994
1271.9366,1347,1217.751849
2338.74,2001,1217.756637
2271.566,2001,1218.457735
2517.004,2001,1218.955615
918.3627,761,1220.638312
2395.2498,1855,1220.966697
2440.0757,2001,1221.168039
288.696,455,1221.799451
2960.2869,2001,1221.870105
407.9837,364,1222.304083
2987.3967,2001,1224.00158
2376.4478,2001,1224.324883
703.3909,875,1225.193262
2385.5242,2001,1225.208054
2091.2476,2001,1225.641267
1986.6384,1942,1227.589237
545.86847,623,1228.460921
2530.0857,2001,1228.566157
2843.2544,2001,1228.580868
2288.3872,2001,1229.021152
726.1414,647,1229.470717
1631.3009,1547,1231.32616
3233.9487,2001,1231.831087
2345.7427,2001,1232.374215
2552.8926,2001,1232.813596
2648.7263,2001,1238.763855
2698.1206,2001,1239.281569
2271.4065,2001,1239.835782
2992.509,2001,1240.27684
2885.3245,2001,1242.113808
2098.4016,1717,1242.234238
2770.4346,2001,1243.179991
2957.4934,2001,1243.627447
3238.4548,2001,1245.496442
2458.7734,2001,1245.61813
2604.4536,2001,1246.552785
3235.7346,2001,1246.996322
824.1183,763,1247.595583
2536.5598,2001,1248.8367
3034.2346,2001,1248.956259
2727.0059,2001,1250.347563
2916.6367,2001,1250.946066
2545.3865,2001,1252.211738
2571.9932,2001,1252.331217
2580.4385,2001,1253.741405
2446.4946,2001,1254.359703
2437.9548,2001,1260.30122
2563.9392,2001,1260.420494
1467.7347,1042,1260.485762
2917.466,2001,1262.402182
2932.6113,2001,1263.695293
2543.507,2001,1263.81458
1567.0173,2001,1263.878044
1242.2134,1152,1265.392558
3080.6711,2001,1265.79686
3084.0857,2001,1267.103732
3615.54,2001,1267.289283
2838.635,2001,1268.820527
2421.6938,2001,1269.225476
2937.2754,2001,1269.873684
2943.4905,1953,1270.622693
2999.6455,2001,1272.213317
2988.8125,2001,1272.614862
2919.1812,2001,1273.260581
3001.8687,2001,1273.983337
1941.1729,2001,1275.558729
2878.2522,2001,1275.961134
2193.4392,1640,1278.423754
2920.4932,2001,1278.805416
1754.9678,1405,1280.286585
2113.9,1852,1281.304371
1903.4153,1466,1281.418705
3075.249,2001,1281.774345
3430.4648,2001,1283.647898
1786.7397,1389,1284.292348
2826.692,2001,1284.664437
2421.6792,2001,1284.782642
1788.5707,2001,1287.002974
3030.0696,2001,1287.659473
2212.3853,2001,1288.034016
3664.2085,2001,1288.151466
890.9091,915,1290.015154
2886.535,2001,1290.378721
1939.1334,1698,1290.983696
2785.6118,2001,1291.030212
2873.2288,2001,1293.37494
1567.7537,1382,1293.485407
3518.7043,2001,1293.735333
1655.189,1802,1294.104252
1574.8849,985,1294.829805
1062.9747,1151,1297.830187
2480.884,1886,1298.106028
2473.7156,2001,1299.248199
3413.5303,2001,1300.363006
2975.262,2001,1301.227393
3141.1487,2001,1301.505258
2666.512,2001,1302.620995
1867.7864,1474,1302.993055
1842.5614,1359,1304.467079
2562.5198,2001,1304.55023
2249.151,2001,1304.825079
2329.4644,2001,1306.297313
613.3336,751,1306.430674
109.28916,543,1307.175822
2544.7512,2001,1307.783478
2516.6584,2001,1307.87107
744.3439,681,1309.408138
3315.797,2001,1309.649897
2795.297,2001,1310.526825
1626.4434,1247,1311.116508
2946.2383,2001,1311.130861
1963.6721,2001,1312.98982
2262.2227,2001,1315.579003
3331.106,2001,1316.173351
3259.9233,2001,1316.188056
2188.5737,1932,1317.959626
2234.8096,1303,1318.58324
2164.7375,1395,1318.695232
3086.5964,2001,1318.935878
1147.719,856,1319.870119
2970.0376,2001,1321.313791
1990.249,1805,1321.673063
2372.3372,2001,1322.301113
2906.3403,2001,1323.230854
1672.8589,1278,1323.426414
1867.4735,2001,1324.653636
1371.3695,961,1325.343586
2387.0657,1965,1325.592706
2031.983,1885,1326.42468
1801.1631,1301,1326.458986
1614.2777,1797,1328.397664
1773.4927,1742,1328.568802
1343.5908,1292,1328.775352
161.97552,377,1328.916374
2938.7522,2001,1329.774595
1993.4742,1360,1331.227808
555.79816,833,1331.513219
2813.717,2001,1331.902572
2882.0823,2001,1332.25278
1033.2242,897,1334.024705
2247.2769,2001,1336.398794
2192.4934,1444,1336.578983
1952.5636,1652,1336.652387
3161.2935,2001,1336.784474
1451.3534,1607,1338.581144
2623.7263,1812,1339.740076
3475.3228,2001,1339.92525
2790.5732,1884,1339.969143
2266.4578,1518,1341.263879
2043.5051,1451,1341.929871
2327.3572,2001,1343.048467
2975.673,2001,1343.237528
3000.673,1855,1344.398586
383.86258,1769,1344.95031
874.4891,739,1345.404438
2501.373,1747,1345.444825
3498.2458,2001,1346.597198
327.51382,631,1347.456126
1642.0028,1517,1347.643343
3226.0793,2001,1348.76005
3377.92,2001,1348.798262
1442.2039,1114,1349.800052
1159.2485,858,1355.214994
3514.3398,2001,1355.476457
2440.7817,2001,1356.840517
3225.4297,2001,1357.213557
2024.621,1346,1357.989922
3053.625,1835,1358.398345
1213.9502,841,1359.017105
2552.1096,1604,1359.698443
2379.693,2001,1361.316068
3686.443,2001,1361.730721
3516.6228,2001,1362.351163
2779.865,2001,1363.030401
1746.977,1192,1363.374395
2533.0315,1618,1363.550774
497.48755,679,1363.961339
1881.1047,1022,1365.40449
2784.4521,2001,1365.719669
1877.1302,1262,1366.310408
2928.3523,1897,1366.768125
1859.02,1306,1367.514001
2707.7441,2001,1368.778761
1434.0046,1090,1368.902034
1576.9177,970,1369.473604
3549.1243,2001,1369.690414
631.1756,620,1370.542464
2330.2212,1749,1371.785111
3221.6306,2001,1376.888183
2671.8733,2001,1377.464376
3450.87,2001,1378.535164
920.5675,912,1378.717115
3848.084,2001,1379.848701
2966.2988,2001,1380.325793
1790.7648,1270,1381.157002
3505.7673,2001,1381.981833
2591.7527,2001,1383.30095
3414.767,2001,1383.765419
3521.886,2001,1384.576848
3769.4521,2001,1385.390785
3127.7917,2001,1386.021858
2259.0942,2001,1387.120482
3840.8623,2001,1387.940377
3264.668,2001,1388.757305
1633.537,1555,1388.77942
1222.6207,815,1389.05342
2946.7603,2001,1390.492539
3320.7937,2001,1392.126292
3533.4985,2001,1392.149327
3097.3123,2001,1392.430997
3466.1501,2001,1396.275
1877.2565,1187,1396.820505
2378.5774,1578,1397.337566
3728.41,2001,1398.218013
3658.9883,2001,1399.627256
2131.1577,1367,1399.823511
2356.6692,2001,1400.179898
3541.335,2001,1401.563398
3504.7295,2001,1402.999449
3323.668,2001,1403.196599
3351.432,2001,1403.552152
3323.1936,2001,1404.931393
2410.9734,1600,1405.183261
2616.015,1809,1406.262243
2279.105,1612,1406.346955
2290.6487,1478,1407.557092
2146.38,1550,1408.393002
3567.6602,2001,1408.535395
3911.2366,2001,1409.69769
3539.0999,2001,1410.898
2675.5344,1604,1411.181954
2392.7031,1394,1411.592875
3088.1194,2001,1411.860336
3791.8333,2001,1418.8702
2396.3157,1564,1418.972375
3649.1355,2001,1419.155101
2855.9883,1711,1419.442395
1334.4952,992,1420.322737
1911.3503,1178,1421.363897
2777.8706,1763,1421.880402
3650.803,2001,1422.772105
1440.4443,1167,1422.951455
3398.0212,2001,1423.654658
3364.5535,2001,1425.209801
3843.233,2001,1426.11387
2953.5027,2001,1426.297639
3780.595,2001,1427.001507
2462.297,1705,1428.154809
3395.959,2001,1429.45101
2899.9563,2001,1429.63418
3814.5781,2001,1430.333119
3227.6758,2001,1431.45956
2382.0706,1431,1432.168838
4146.5283,2001,1432.767358
3788.4512,2001,1437.981857
2366.198,2001,1439.102643
715.20886,545,1439.304108
3311.9316,2001,1439.812669
2540.8499,1851,1440.197352
1027.0992,868,1440.485512
2634.7446,2001,1442.404053
2172.2095,1218,1442.434515
3588.2568,2001,1443.115621
3644.698,2001,1443.79393
3861.2842,2001,1445.768112
4182.1006,2001,1445.799219
3812.7278,2001,1446.491317
3579.0461,2001,1447.173365
1820.431,1384,1447.712642
3635.4714,2001,1448.538538
3213.7642,1778,1449.527596
3734.0027,2001,1450.50536
3868.4287,2001,1451.039601
2918.5718,1667,1451.794475
3291.256,2001,1451.848791
3728.5994,2001,1453.847258
3488.909,2001,1454.380864
2719.404,1903,1459.627268
3662.7605,2001,1459.816289
2571.09,1755,1461.502844
3294.6072,2001,1462.369591
3400.413,2001,1462.99035
1484.4758,1200,1463.129872
3887.0198,2001,1463.17683
3183.0845,2001,1465.684606
3923.4348,2001,1466.322165
3728.2256,2001,1466.465843
3804.7485,2001,1466.513244
4072.2734,2001,1469.014195
3245.0002,2001,1469.650983
4251.1187,2001,1469.794907
3677.3752,2001,1469.841867
2007.3433,1314,1471.413121
1181.3705,953,1471.546272
2184.3079,1394,1472.342014
2358.6252,1483,1472.420268
1281.8662,972,1472.752336
4026.6206,2001,1474.854087
3204.1462,2001,1475.649777
2831.3223,2001,1475.729087
3602.8733,2001,1480.709887
1934.3407,1350,1481.356409
1286.2515,1064,1482.440993
3703.076,2001,1483.656465
1681.6838,1029,1483.857112
4325.991,2001,1484.059069
3614.4011,2001,1484.714276
1688.0292,1182,1486.929669
4017.6772,2001,1486.99545
4214.2563,2001,1487.19721
3955.935,2001,1487.400051
3875.674,2001,1490.286265
4060.4421,2001,1490.35165
3696.3418,2001,1490.555217
4622.6597,2001,1490.756722
3810.977,2001,1493.620291
3690.9004,2001,1493.684905
4014.9585,2001,1493.887526
4255.2397,2001,1494.090941
4119.8867,2001,1496.990279
3815.2961,2001,1497.056114
4123.474,2001,1501.898608
4546.163,2001,1502.105868
4393.4395,2001,1505.011594
4154.979,2001,1505.075712
3882.1704,2001,1505.278118
3945.7417,2001,1505.48039
4119.353,2001,1508.395959
4146.9346,2001,1508.462681
3730.926,2001,1508.667665
4081.095,2001,1508.875827
3223.6401,2001,1511.807069
4358.337,2001,1511.873219
4143.369,2001,1512.078752
3867.508,2001,1512.285582
3736.336,2001,1515.240965
3064.4358,2001,1515.307301
3885.3481,2001,1515.511044
4023.142,2001,1515.71472
1586.6576,1369,1517.129654
3859.329,2001,1518.667491
3489.3657,2001,1523.111774
3898.6797,2001,1523.317789
3557.9006,2001,1524.725003
4145.841,2001,1526.295696
3745.329,2001,1526.501661
4374.4023,2001,1526.707044
4030.3726,2001,1528.120881
4605.0605,2001,1529.688438
4326.614,2001,1529.892771
3765.6106,2001,1530.103595
1082.1027,1044,1530.198249
827.9614,897,1531.146565
4295.3843,2001,1533.051566
4294.01,2001,1533.458078
4436.3667,2001,1533.553581
2383.0293,1451,1533.734879
4284.5684,2001,1536.469427
4069.6719,2001,1536.875036
3952.9263,2001,1536.969675
4160.7383,2001,1537.148491
1760.3132,1339,1538.294167
3755.9521,2001,1544.775766
4672.0967,2001,1544.872015
4087.5195,2001,1545.051386
4358.279,2001,1546.211023
2561.7698,1528,1547.758451
3016.7793,2001,1548.135819
3375.0361,2001,1548.231891
1267.0889,1190,1549.395176
3757.9758,2001,1549.571352
4023.3486,1904,1551.453324
3193.0015,2001,1551.492269
2925.0042,1625,1552.21857
3550.011,2001,1552.896068
1880.3341,1117,1552.96033
1906.8484,1173,1554.439356
3877.161,2001,1554.83606
4224.2646,2001,1556.252696
3808.824,2001,1556.315404
3654.982,2001,1557.777344
4377.7334,2001,1558.173591
4737.9937,2001,1559.615844
4320.837,2001,1559.680911
4251.984,2001,1561.154338
3406.7268,2001,1566.179915
1684.2141,1085,1566.420205
3891.9578,2001,1567.620246
1927.5145,1117,1567.96199
3324.6218,1825,1568.301913
4050.7043,2001,1569.567192
4361.2812,2001,1571.014843
3884.7651,2001,1571.35471
3472.8137,2001,1571.70038
4822.961,2001,1572.936474
4020.7964,2001,1574.360627
3419.189,2001,1574.69865
4630.317,2001,1575.039727
4240.907,2001,1576.270329
3641.807,2001,1577.704152
4315.699,2001,1578.044249
4443.849,2001,1578.385142
3871.095,2001,1579.687158
4508.666,2001,1581.112914
3773.5254,1953,1581.381482
4236.225,2001,1581.791494
2195.729,2001,1587.701001
507.83093,800,1587.758394
3575.8293,2001,1589.144309
3341.926,1701,1589.413719
1192.771,910,1590.989698
4114.249,2001,1591.056737
4584.83,2001,1591.1139
1603.9486,989,1592.471817
4468.4497,2001,1592.756844
4862.1675,2001,1594.33753
4551.46,2001,1594.404484
4239.5454,2001,1595.820343
4260.746,2001,1596.103527
4747.617,2001,1597.670218
4584.7534,2001,1597.739533
2621.7776,1661,1598.993575
3350.6667,2001,1599.181412
2253.6277,1393,1599.615956
3427.6755,2001,1601.14864
4624.8486,2001,1602.397391
4411.61,2001,1602.580412
4650.1865,2001,1603.011428
1169.8812,949,1608.486809
4728.918,2001,1608.518146
4412.138,2001,1610.347503
4515.592,2001,1610.961613
4169.776,2001,1611.832591
4751.7446,2001,1611.863757
4092.0337,2001,1613.709686
2724.9243,2001,1614.318416
3301.7158,2001,1615.176051
4347.7383,2001,1615.207891
4653.0503,2001,1617.070607
4347.58,2001,1617.684519
4042.6436,2001,1618.55295
4179.617,2001,1618.584734
3354.0554,2001,1620.441314
4983.6216,2001,1621.051099
4837.717,2001,1621.910909
4721.333,2001,1621.941964
4051.2803,1982,1623.781094
1317.8112,988,1623.92941
4615.592,2001,1624.412359
1263.1952,925,1629.667117
3263.7383,2001,1629.906589
4177.8096,2001,1631.91637
4494.022,2001,1632.409494
4466.208,2001,1633.031703
3659.7961,2001,1633.272929
4502.353,2001,1635.293064
3804.2227,2001,1635.784939
3158.509,2001,1636.408411
4652.658,2001,1636.648118
3370.2769,1614,1638.096406
3302.9941,2001,1639.129189
2696.206,1731,1639.386445
3998.387,2001,1639.995922
4241.639,2001,1641.460456
2536.625,1918,1642.373692
4530.7886,2001,1642.741719
3378.248,2001,1643.3507
4439.999,2001,1644.757137
1541.5553,1159,1644.879779
2389.3093,1531,1645.016737
1209.664,976,1645.237453
2826.2996,1386,1651.508926
1829.2081,1281,1651.589104
3812.8406,2001,1652.707269
3604.8342,2001,1652.832159
1715.1746,984,1654.073845
3417.794,2001,1654.893696
3887.9768,2001,1654.972783
3687.8142,1680,1655.175937
1841.5099,1317,1656.498207
1911.1166,1167,1657.099994
2389.793,1283,1657.519235
1574.9207,900,1657.718595
2810.0964,2001,1658.311348
2765.5417,1400,1659.706579
2162.3557,1078,1659.890067
3295.244,1545,1660.324349
2624.5134,1373,1660.878823
3272.4097,1665,1662.153207
3900.0247,2001,1663.014053
4135.716,2001,1663.630002
3991.5012,2001,1664.190679
4572.515,2001,1665.472631
3772.1353,2001,1666.344218
4137.7065,2001,1666.965433
3747.6548,2001,1667.52515
2225.1677,1497,1672.757566
1408.3416,1301,1672.764965
1087.0608,693,1673.110853
2562.3967,1331,1673.418396
4735.9097,2001,1676.084109
4212.1514,2001,1676.091701
3952.7644,2001,1676.440513
4561.694,2001,1676.755943
2264.1858,1624,1678.902113
4169.384,2001,1679.424739
3500.5422,2001,1679.776869
4566.3896,2001,1680.089262
3401.8625,2001,1682.225646
4683.5493,2001,1682.749996
4186.7095,2001,1683.103542
4327.3027,2001,1683.416558
1955.2529,1353,1685.529993
3246.36,2001,1685.544647
2327.3884,1490,1686.023223
3373.5771,2001,1686.061057
2583.3357,1294,1687.865849
1927.7751,1288,1687.871678
3155.0737,1718,1693.579031
1602.8871,1084,1693.984459
4634.6235,2001,1694.000144
3881.0706,1855,1695.028061
2120.8962,1082,1696.062432
3962.316,2001,1696.894525
3408.6675,2001,1697.295133
1813.0986,1047,1697.486798
2664.902,1591,1697.7786
1505.294,1045,1698.305392
1121.891,945,1699.399317
3682.4824,2001,1700.659822
2616.8242,1411,1700.875214
4289.1787,2001,1701.154197
3482.6453,2001,1702.743248
3243.9995,1956,1703.942608
3503.3953,1849,1704.00985
2150.8267,1239,1704.444967
4655.884,2001,1704.494176
3017.2607,1841,1707.034187
3805.116,1881,1707.155663
3492.2212,1648,1707.31946
4142.655,2001,1707.755845
1849.4347,1070,1708.491883
3328.3374,1645,1710.052065
3934.6729,2001,1715.400198
1517.8376,1294,1715.61446
4343.2925,2001,1715.841493
2152.1848,1432,1716.729545
2476.4314,1453,1718.224446
1884.9581,1032,1718.743419
3700.496,2001,1718.762376
3902.7935,2001,1719.196947
2054.223,1038,1719.637357
1644.3116,1089,1720.245278
2587.4062,1427,1721.330276
2281.0334,1561,1721.95925
3810.6624,2001,1722.99908
4387.4043,2001,1723.603182
4447.2964,2001,1724.69918
4388.6084,2001,1725.341196
2791.9644,1610,1725.849511
2352.5127,1398,1726.604037
3877.2407,2001,1726.978743
4769.1206,2001,1728.708934
4337.679,2001,1729.223619
3462.3132,1650,1729.503076
1314.2218,1175,1730.318486
4833.3926,2001,1730.369493
4697.392,2001,1735.753067
4035.2039,2001,1736.039987
3622.7693,1832,1736.670156
3034.82,1918,1736.739669
4177.479,2001,1739.108082
4494.2847,2001,1739.39491
3074.6494,1703,1739.618952
4290.1963,2001,1740.099171
4426.416,2001,1742.517113
4570.8823,2001,1742.804901
4444.9614,2001,1743.029291
3918.3545,2001,1743.507744
2672.169,1656,1745.677742
4641.8477,2001,1745.867002
4774.671,2001,1746.367747
3720.2773,2001,1746.841768
3799.0383,2001,1748.957762
4611.596,2001,1749.145445
1949.4441,1363,1749.252582
2442.8474,1724,1749.271189
4475.265,2001,1756.932953
4045.5908,2001,1757.122962
4623.434,2001,1757.230453
4744.3765,2001,1757.249508
1612.207,973,1758.44009
4754.763,2001,1760.235223
4455.4014,2001,1760.528154
3585.328,2001,1760.546693
2368.8223,1284,1760.771854
4835.8135,2001,1763.585239
4355.745,2001,1763.883975
4689.4805,2001,1763.902859
4443.541,2001,1764.128996
1898.539,1404,1766.437975
3423.3665,1830,1766.722224
4416.4785,2001,1767.271621
4691.1045,2001,1767.496868
4314.291,2001,1769.168496
4397.9976,2001,1770.08252
4587.3306,2001,1770.624341
4638.2695,2001,1770.847142
1777.9631,1409,1771.706917
4056.8093,2001,1778.050087
4712.0947,2001,1778.605575
3856.2383,2001,1778.833275
4251.931,2001,1779.703913
2548.8865,1432,1780.577085
4533.2783,2001,1781.396378
3330.3906,2001,1782.177779
4707.341,2001,1783.052754
3454.5947,1997,1783.91811
3681.6055,2001,1784.75343
4840.658,2001,1785.528306
4195.295,2001,1786.397951
1888.689,1741,1786.901257
4602.9043,2001,1787.484253
2115.9597,1505,1788.166351
4709.088,2001,1789.708407
4320.0107,2001,1790.210346
4028.5674,2001,1790.800218
4660.1855,2001,1791.488805
4054.872,2001,1793.02303
3572.9167,2001,1793.523998
4197.4604,2001,1798.774449
3827.4087,2001,1798.86917
3734.4956,2001,1801.067015
4160.5054,2001,1801.56809
3671.0007,1809,1801.987473
4826.484,2001,1802.155406
4217.2495,2001,1804.446887
4582.5615,2001,1804.957855
2721.5645,2001,1805.376964
3709.2234,2001,1805.545979
1757.9442,1089,1806.524024
4762.704,2001,1808.283458
3005.9253,2001,1808.709457
4225.1064,2001,1808.879587
4333.9688,2001,1809.928137
2628.1604,1304,1811.317308
3444.359,1688,1811.672079
4900.8604,2001,1811.678293
4700.3975,2001,1812.652465
4776.6323,2001,1814.657765
4346.8125,2001,1815.014308
4560.79,2001,1815.020345
4598.0273,2001,1820.689421
2950.1636,1725,1822.696463
4441.185,2001,1822.71242
4676.954,2001,1823.071075
4419.293,2001,1824.062771
