#{"t_start": 1772180824.033337, "env_id": "None"}
r,l,t
1196.3185,1001,1194.95143
1285.9363,1001,1196.977484
1036.8893,1001,1196.977519
1164.708,1001,1196.977526
995.55554,1001,1196.97753
1221.8135,1001,1198.526
1313.7963,1001,1198.526033
1292.8035,1001,1198.52604
935.43787,1001,1198.526044
1190.1421,1001,1200.556077
1292.3738,1001,1200.556112
1028.1465,1001,1200.556118
894.6224,1001,1200.556122
1158.6549,1001,1202.097922
1081.0559,1001,1202.097952
1370.3499,1001,1202.097958
1254.683,1001,1202.097961
1279.9454,1001,1204.107282
1384.8909,1001,1204.107317
916.8723,1001,1204.107323
1057.1531,1001,1204.107327
1364.3506,1001,1208.491585
1268.5248,1001,1208.491618
828.18005,1001,1208.491627
963.2028,1001,1208.491632
1309.9575,1001,1210.542554
1288.5076,1001,1210.542588
1345.9543,1001,1210.542593
1318.5084,1001,1210.542598
1155.2928,1001,1212.088425
1281.3517,1001,1212.088457
1215.2362,1001,1212.088464
1183.3906,1001,1212.088467
1188.5176,1001,1214.098379
1332.1083,1001,1214.098413
1283.1268,1001,1214.098419
370.8316,1001,1214.098423
1352.8802,1001,1215.640781
920.3823,1001,1215.640822
1159.6467,1001,1215.640828
684.04175,1001,1215.640831
509.34155,1001,1217.68115
-1742.1259,1001,1217.681184
1333.8328,1001,1217.68119
524.71875,1001,1217.681194
1216.7964,1001,1219.219433
1175.4365,1001,1219.219463
962.3005,1001,1219.219469
1201.4165,1001,1219.219473
1253.8362,1001,1221.223181
1361.6952,1001,1221.223211
873.6777,1001,1221.223217
1263.8644,1001,1221.22322
1286.0486,1001,1222.764737
1391.4335,1001,1222.764771
1268.1727,1001,1222.764777
1195.6598,1001,1222.76478
1172.1515,1001,1224.283505
1300.5398,1001,1224.283536
-784.3459,1001,1224.283542
1289.1237,1001,1224.283546
1041.9304,1001,1229.193932
1140.5054,1001,1229.19397
1247.6116,1001,1229.193977
958.8367,1001,1229.193981
1354.1614,1001,1230.7339
1292.3477,1001,1230.733936
1066.3445,1001,1230.733942
1161.851,1001,1230.733945
1236.2816,1001,1232.736105
1382.6056,1001,1232.736138
377.43732,1001,1232.736145
1051.4833,1001,1232.736148
1303.1368,1001,1234.270248
1288.7045,1001,1234.270282
1418.388,1001,1234.270288
1250.9496,1001,1234.270293
1293.1604,1001,1236.288339
1175.4124,1001,1236.288373
1178.7178,1001,1236.288378
1170.1757,1001,1236.288382
1149.702,1001,1237.796486
1109.2125,1001,1237.796518
-1929.9348,1001,1237.796524
16.731495,1001,1237.796528
1364.7653,1001,1239.843741
1343.4225,1001,1239.843774
1029.2837,1001,1239.843782
1411.8665,1001,1239.843787
1210.9705,1001,1241.388211
1165.4364,1001,1241.388242
1311.9628,1001,1241.388249
1116.7124,1001,1241.388254
1271.9346,1001,1243.427325
937.7779,1001,1243.427358
-449.63806,1001,1243.427367
1072.8481,1001,1243.427372
1243.9032,1001,1244.98384
1422.7849,1001,1244.983872
1138.1223,1001,1244.983878
1117.9202,1001,1244.983881
1324.6995,1001,1249.890972
1264.8228,1001,1249.891006
1067.5437,1001,1249.891012
1324.3945,1001,1249.891016
530.3676,1001,1251.419836
1125.0289,1001,1251.419869
1290.6997,1001,1251.419876
1091.7349,1001,1251.419879
1062.4939,1001,1253.445329
1351.706,1001,1253.445359
975.36554,1001,1253.445364
1406.7681,1001,1253.445369
1255.0365,1001,1254.99758
1164.3857,1001,1254.997612
1158.8984,1001,1254.997619
1342.9213,1001,1254.997623
1152.4635,1001,1257.027325
880.0835,1001,1257.027357
1216.433,1001,1257.027363
1193.5027,1001,1257.027367
1375.4402,1001,1258.566248
1364.838,1001,1258.566279
1123.7047,1001,1258.566285
1284.078,1001,1258.566289
1422.1306,1001,1260.592569
1110.7247,1001,1260.592603
1149.2715,1001,1260.59261
1410.7942,1001,1260.592615
1337.6998,1001,1262.138302
1167.2388,1001,1262.138334
1373.1769,1001,1262.138339
1314.4822,1001,1262.138343
1459.6974,1001,1264.155149
1302.9811,1001,1264.155183
1092.5367,1001,1264.155189
1272.8774,1001,1264.155194
1208.5844,1001,1265.710009
1062.253,1001,1265.710041
1050.1907,1001,1265.710047
1332.7328,1001,1265.710051
1411.9532,1001,1270.650779
1241.6921,1001,1270.650815
1119.5366,1001,1270.650821
1030.1978,1001,1270.650826
1249.9595,1001,1272.198314
1151.1814,1001,1272.198346
1280.9417,1001,1272.198352
1371.0552,1001,1272.198355
1246.3348,1001,1274.237768
1247.6743,1001,1274.237813
1071.0298,1001,1274.237821
1356.8461,1001,1274.237824
1021.74915,1001,1275.78367
1336.2466,1001,1275.783702
1443.9634,1001,1275.783707
1116.7112,1001,1275.783711
1196.6049,1001,1277.826968
1391.807,1001,1277.826999
1397.2463,1001,1277.827004
1054.7197,1001,1277.827008
1415.1979,1001,1279.376278
1288.874,1001,1279.376311
1219.8607,1001,1279.376317
1175.3889,1001,1279.376321
-519.15625,1001,1281.382706
1338.7247,1001,1281.382739
1160.0267,1001,1281.382746
1426.6031,1001,1281.38275
1386.0131,1001,1282.930324
1067.2703,1001,1282.930355
1178.3179,1001,1282.930361
1359.4915,1001,1282.930366
1169.1246,1001,1284.953488
1303.5706,1001,1284.953519
1018.4745,1001,1284.953525
1051.5436,1001,1284.95353
1198.2753,1001,1286.527841
1036.6981,1001,1286.527873
1219.5536,1001,1286.527878
1442.5853,1001,1286.527883
1276.994,1001,1291.488811
1309.1832,1001,1291.488846
1314.2968,1001,1291.488852
1396.9456,1001,1291.488856
1439.6606,1001,1293.027912
1048.856,1001,1293.027951
990.42957,1001,1293.027957
1180.3392,1001,1293.02796
1284.0981,1001,1295.066116
1160.5643,1001,1295.066152
1183.767,1001,1295.066159
1300.14,1001,1295.066165
1446.3882,1001,1296.618836
1242.7559,1001,1296.618871
1249.1958,1001,1296.618877
1109.4816,1001,1296.618881
1251.4874,1001,1298.636358
1166.4447,1001,1298.636392
1161.8508,1001,1298.636399
1214.4479,1001,1298.636404
1432.1733,1001,1300.195113
1196.0217,1001,1300.195148
1431.0348,1001,1300.195154
1346.4263,1001,1300.195159
1150.3265,1001,1302.217264
1233.9291,1001,1302.217299
1099.4412,1001,1302.217305
1152.1299,1001,1302.217309
1204.099,1001,1303.793015
1120.0544,1001,1303.793048
1336.7716,1001,1303.793054
1305.0071,1001,1303.793059
1259.4939,1001,1305.81278
1312.3627,1001,1305.812812
1385.1843,1001,1305.812818
1169.0857,1001,1305.812822
1208.6183,1001,1307.360542
1198.9584,1001,1307.360575
1414.9973,1001,1307.360581
1210.686,1001,1307.360585
1353.8948,1001,1312.316494
1259.915,1001,1312.316528
1386.432,1001,1312.316534
1182.4716,1001,1312.316538
1336.54,1001,1313.863246
1314.4199,1001,1313.863277
1078.6973,1001,1313.863283
1275.3617,1001,1313.863289
1268.066,1001,1315.909279
1304.4941,1001,1315.909311
1226.0101,1001,1315.909317
1416.7253,1001,1315.909321
1435.9142,1001,1317.455688
1093.3589,1001,1317.455719
1258.4064,1001,1317.455726
1290.9895,1001,1317.45573
1298.6016,1001,1319.00163
1003.47974,1001,1319.001662
1322.6154,1001,1319.001669
1299.1685,1001,1319.001673
1357.6942,1001,1321.020002
1330.2806,1001,1321.020035
1208.3291,1001,1321.020041
1178.5724,1001,1321.020045
1174.9934,1001,1322.562286
1348.3387,1001,1322.562318
1325.9314,1001,1322.562324
1462.8562,1001,1322.562329
1070.8483,1001,1324.582748
1236.7988,1001,1324.582784
1293.3771,1001,1324.58279
1395.0243,1001,1324.582794
988.7391,1001,1326.134967
1287.8065,1001,1326.134996
1354.3163,1001,1326.135003
1311.4982,1001,1326.135008
1206.3538,1001,1328.170069
1355.8275,1001,1328.170103
1157.2606,1001,1328.17011
1120.6888,1001,1328.170114
1314.1746,1001,1332.606088
-2556.6562,1001,1332.606121
1227.2874,1001,1332.606127
1186.806,1001,1332.606131
1327.259,1001,1334.652129
1312.5975,1001,1334.652162
1126.741,1001,1334.652168
1125.3077,1001,1334.652172
1466.4128,1001,1336.209413
1283.771,1001,1336.209445
1191.8317,1001,1336.209452
1313.1549,1001,1336.209456
1388.9258,1001,1338.275758
1148.9581,1001,1338.27579
1251.1633,1001,1338.275797
1232.2874,1001,1338.275801
1348.1123,1001,1339.849877
1414.1887,1001,1339.849914
1316.2367,1001,1339.849922
1326.7198,1001,1339.849927
1104.0266,1001,1341.893118
1392.5378,1001,1341.893153
1345.2097,1001,1341.89316
1326.866,1001,1341.893165
1391.772,1001,1343.433649
1365.5365,1001,1343.43368
1330.947,1001,1343.433686
1053.2875,1001,1343.433691
925.2201,1001,1345.459358
1368.3656,1001,1345.459396
1303.926,1001,1345.459403
1344.9387,1001,1345.459407
1410.5569,1001,1347.008541
1456.5762,1001,1347.008575
1364.204,1001,1347.008581
1281.9683,1001,1347.008585
1259.927,1001,1349.032482
1497.3939,1001,1349.032517
1328.6869,1001,1349.032523
1109.8549,1001,1349.032527
1465.554,1001,1353.512391
1477.8887,1001,1353.512425
1381.2836,1001,1353.512432
1355.5066,1001,1353.512436
1221.3173,1001,1355.543881
1381.6455,1001,1355.54392
1405.684,1001,1355.543928
1388.6936,1001,1355.543932
1135.2657,1001,1357.094041
1399.9924,1001,1357.094077
1315.6259,1001,1357.094083
1389.8319,1001,1357.094087
1371.1438,1001,1359.119543
1147.0444,1001,1359.119579
1306.8528,1001,1359.119586
1283.0688,1001,1359.119594
1447.9847,1001,1360.671319
1350.9526,1001,1360.67135
1320.5878,1001,1360.671357
1380.8842,1001,1360.671361
1306.061,1001,1362.733235
1156.4961,1001,1362.73327
1322.3516,1001,1362.733276
1337.533,1001,1362.73328
1187.4608,1001,1364.301121
1411.1372,1001,1364.301154
1338.8759,1001,1364.301161
1237.5334,1001,1364.301165
1326.1417,1001,1366.349882
1340.7582,1001,1366.349917
1198.6627,1001,1366.349924
1223.1869,1001,1366.349928
1121.0023,1001,1367.910678
1328.4474,1001,1367.910712
1272.2108,1001,1367.910718
1444.3842,1001,1367.910722
1418.9514,1001,1369.978364
1237.7827,1001,1369.978396
1352.5947,1001,1369.978401
1170.5219,1001,1369.978405
1242.8201,1001,1374.459397
1296.0444,1001,1374.459428
1481.7528,1001,1374.459433
1443.6173,1001,1374.459437
1234.5968,1001,1376.498914
1285.8782,1001,1376.498948
1281.4225,1001,1376.498954
1238.6418,1001,1376.498958
1319.5023,1001,1378.053091
1404.878,1001,1378.053122
1396.5707,1001,1378.053127
1474.8259,1001,1378.053131
1071.0719,1001,1380.086744
1246.5088,1001,1380.086777
1498.5227,1001,1380.086784
1312.0702,1001,1380.086788
1370.4508,1001,1381.642331
1351.6777,1001,1381.642363
1241.5251,1001,1381.642369
1465.0533,1001,1381.642372
1468.339,1001,1383.710413
1419.3627,1001,1383.710448
971.60474,1001,1383.710453
1208.2605,1001,1383.710457
1313.3286,1001,1385.267878
1070.3729,1001,1385.267914
1051.3959,1001,1385.267921
1231.1161,1001,1385.267925
1375.8297,1001,1387.328969
1309.8323,1001,1387.329004
1419.6791,1001,1387.329009
1539.146,1001,1387.329013
1087.8599,1001,1388.898477
1324.7126,1001,1388.898512
1011.9693,1001,1388.898517
1266.9957,1001,1388.898521
1477.2231,1001,1390.956912
1130.8325,1001,1390.956949
1379.3062,1001,1390.956955
1503.8638,1001,1390.956959
1420.0671,1001,1395.496515
1396.8282,1001,1395.496548
1482.9226,1001,1395.496554
1290.6271,1001,1395.496559
1437.5258,1001,1397.577868
1297.8054,1001,1397.577903
1377.1805,1001,1397.577912
1272.321,1001,1397.577916
1161.2504,1001,1399.142126
1346.2317,1001,1399.142161
1411.0157,1001,1399.142167
1308.3888,1001,1399.142171
1206.7771,1001,1401.16409
1351.576,1001,1401.164125
1357.0104,1001,1401.164131
1353.4569,1001,1401.164135
1241.5016,1001,1402.714836
1308.2327,1001,1402.714867
1466.0343,1001,1402.714874
1254.3848,1001,1402.714877
1284.6577,1001,1404.756797
1221.7876,1001,1404.75683
1345.6993,1001,1404.756837
1398.3981,1001,1404.756841
1129.6293,1001,1406.312803
1369.117,1001,1406.31284
1221.6567,1001,1406.312847
1358.3672,1001,1406.31285
927.3447,1001,1408.373727
1500.7882,1001,1408.37376
1111.204,1001,1408.373767
1304.4235,1001,1408.373771
1429.3138,1001,1409.924152
1333.4392,1001,1409.924187
1488.6932,1001,1409.924192
1392.0201,1001,1409.924196
848.8595,1001,1411.47993
1400.6616,1001,1411.479964
1332.5525,1001,1411.479969
1406.1802,1001,1411.479974
1352.5562,1001,1416.471142
1530.3413,1001,1416.471175
1362.8026,1001,1416.471184
1290.6808,1001,1416.471189
1425.4293,1001,1418.029058
1297.4099,1001,1418.029094
1423.7811,1001,1418.031776
1316.945,1001,1418.031783
1136.84,1001,1420.06655
1462.8994,1001,1420.066587
691.08636,1001,1420.066594
1502.4917,1001,1420.066598
1221.5536,1001,1421.612263
1519.3215,1001,1421.612295
1320.4199,1001,1421.612301
1382.2258,1001,1421.612305
1202.7069,1001,1423.639268
-811.6474,1001,1423.639303
1508.4828,1001,1423.639309
1326.7045,1001,1423.639313
1242.2535,1001,1425.196255
1423.9722,1001,1425.196289
1299.584,1001,1425.196295
1396.6014,1001,1425.196299
1254.0334,1001,1427.249678
1233.4929,1001,1427.24971
1187.0565,1001,1427.249716
1406.8392,1001,1427.249721
1323.925,1001,1428.801651
1192.0438,1001,1428.801685
1267.1511,1001,1428.801692
1195.8397,1001,1428.801696
1287.6388,1001,1430.843363
1265.4614,1001,1430.843395
1621.013,1001,1430.843402
1336.9658,1001,1430.843407
1362.782,1001,1432.401512
1171.331,1001,1432.401544
1271.0807,1001,1432.40155
1346.0591,1001,1432.401554
1083.2993,1001,1437.419542
1396.0276,1001,1437.419577
1320.2697,1001,1437.419583
1336.9008,1001,1437.419587
1204.3262,1001,1438.978126
1337.2979,1001,1438.978161
1330.4799,1001,1438.978166
1227.8306,1001,1438.97817
1372.1415,1001,1441.023139
1355.7297,1001,1441.023174
1172.5979,1001,1441.02318
1330.5133,1001,1441.023185
1433.6787,1001,1442.577157
1229.5117,1001,1442.577188
1526.8577,1001,1442.577194
1208.2057,1001,1442.577198
1511.8722,1001,1444.613826
1332.197,1001,1444.613863
1403.5441,1001,1444.61387
1414.8779,1001,1444.613874
1237.9495,1001,1446.166737
1377.5292,1001,1446.166771
1319.721,1001,1446.166777
1375.7701,1001,1446.16678
1358.2614,1001,1448.214447
1327.7069,1001,1448.21448
1159.4564,1001,1448.214486
1416.9884,1001,1448.214489
1233.9144,1001,1449.748525
1354.2059,1001,1449.748555
135.15343,1001,1449.74856
1358.4698,1001,1449.748564
841.93994,1001,1451.793623
1392.6093,1001,1451.793658
1368.5269,1001,1451.793664
1289.9635,1001,1451.793668
1398.5265,1001,1453.348864
1417.9208,1001,1453.348897
1333.4667,1001,1453.348903
1422.6443,1001,1453.34891
1434.2073,1001,1458.310151
1333.8462,1001,1458.310184
1406.6554,1001,1458.310191
1220.6539,1001,1458.310195
1327.2137,1001,1459.865861
1202.4167,1001,1459.865895
1412.3131,1001,1459.865901
1455.0544,1001,1459.865904
1102.0247,1001,1461.910409
1196.0604,1001,1461.910443
1315.7837,1001,1461.910449
1162.7582,1001,1461.910453
1154.8442,1001,1463.480914
1176.9685,1001,1463.480946
1043.6925,1001,1463.480952
1426.9664,1001,1463.480956
1050.5323,1001,1465.501629
1272.2664,1001,1465.501661
1431.6244,1001,1465.501667
1225.8353,1001,1465.501671
1388.9382,1001,1467.060626
1346.0085,1001,1467.060661
1435.0771,1001,1467.060667
1315.8711,1001,1467.060671
1216.7203,1001,1469.102525
1333.8021,1001,1469.102561
-928.9012,1001,1469.102567
1347.785,1001,1469.102571
1294.5101,1001,1470.685747
1463.0198,1001,1470.685781
1291.7288,1001,1470.685787
1272.1304,1001,1470.685791
1273.3191,1001,1472.764444
1367.1285,1001,1472.764475
1340.5238,1001,1472.764481
1381.8746,1001,1472.764485
1143.4883,1001,1474.341727
1388.4635,1001,1474.341759
1124.9264,1001,1474.341765
1190.2797,1001,1474.341769
1132.712,1001,1479.373225
1331.6981,1001,1479.373261
1472.3456,1001,1479.373267
1348.2726,1001,1479.373271
1254.0768,1001,1480.931577
1307.7029,1001,1480.931611
1267.7565,1001,1480.931617
1387.8868,1001,1480.931622
1396.5411,1001,1483.017329
-189.62746,1001,1483.017365
1134.7759,1001,1483.017373
1333.2201,1001,1483.017379
911.40674,1001,1484.577453
1346.8307,1001,1484.577486
1382.8063,1001,1484.577492
1236.4373,1001,1484.577496
1495.0046,1001,1486.610578
1309.5553,1001,1486.610612
1403.2878,1001,1486.610618
1100.9004,1001,1486.610622
1110.9891,1001,1488.159507
1417.822,1001,1488.159538
1277.5267,1001,1488.159544
856.7868,1001,1488.159548
-1073.965,1001,1490.170326
1485.6775,1001,1490.170361
1415.9366,1001,1490.170369
1212.3594,1001,1490.170374
1394.6083,1001,1491.727347
1237.1415,1001,1491.72738
1058.0049,1001,1491.727386
1092.8289,1001,1491.72739
1205.2733,1001,1493.751287
542.9776,1001,1493.751323
1375.795,1001,1493.751329
1274.8813,1001,1493.751334
1341.6809,1001,1495.318156
1283.5012,1001,1495.318186
806.44556,1001,1495.318192
1213.823,1001,1495.318196
1235.6696,1001,1500.277831
1072.9851,1001,1500.277863
948.9818,1001,1500.277869
1190.3629,1001,1500.277873
1429.4225,1001,1501.849175
1196.6254,1001,1501.849209
1247.604,1001,1501.849215
1465.7988,1001,1501.849219
1351.2219,1001,1503.885656
1292.6654,1001,1503.885693
1266.1464,1001,1503.8857
85.29348,1001,1503.885705
1451.3402,1001,1505.453314
1392.4349,1001,1505.453345
1221.9128,1001,1505.45335
1431.8198,1001,1505.453354
1299.22,1001,1507.032014
1382.3151,1001,1507.032048
1380.2554,1001,1507.032054
1299.3048,1001,1507.032058
1454.6489,1001,1509.086961
1249.0594,1001,1509.086996
1268.295,1001,1509.087002
1296.7594,1001,1509.087006
1299.674,1001,1510.64192
1157.528,1001,1510.641952
1376.4379,1001,1510.641958
1277.197,1001,1510.641962
1164.1755,1001,1512.69306
1445.7308,1001,1512.693095
1332.6189,1001,1512.693101
1445.7228,1001,1512.693105
1417.9047,1001,1514.253418
1329.0673,1001,1514.25345
1271.7369,1001,1514.253457
1389.3323,1001,1514.25346
1450.2072,1001,1516.298084
1410.7789,1001,1516.298115
1523.6997,1001,1516.298121
1427.6235,1001,1516.298126
1309.3324,1001,1520.785596
1461.9951,1001,1520.785633
1163.4283,1001,1520.785639
1450.5994,1001,1520.785643
1429.3395,1001,1522.836938
1246.7112,1001,1522.836973
1286.8029,1001,1522.836979
1310.7112,1001,1522.836989
1417.4539,1001,1524.40105
988.5936,1001,1524.40108
1471.7537,1001,1524.401086
1444.6586,1001,1524.40109
1189.2816,1001,1526.447357
1387.7614,1001,1526.447389
1403.0311,1001,1526.447395
1349.0325,1001,1526.447399
1400.8308,1001,1528.012591
1448.3843,1001,1528.012624
1435.4244,1001,1528.012629
1164.8977,1001,1528.012633
1469.1919,1001,1530.055095
1370.1703,1001,1530.055126
1354.1176,1001,1530.055132
1271.9124,1001,1530.055135
1406.5267,1001,1531.620324
1300.7307,1001,1531.620356
1474.0907,1001,1531.620362
1547.8992,1001,1531.620366
1185.7985,1001,1533.67397
1506.4526,1001,1533.674005
1353.1072,1001,1533.674011
1292.4966,1001,1533.674015
359.97525,1001,1535.230752
1396.8649,1001,1535.230785
1266.681,1001,1535.230791
1437.7996,1001,1535.230795
1433.0956,1001,1537.28247
1360.3575,1001,1537.282502
1234.4127,1001,1537.282509
1344.1721,1001,1537.282512
1268.5977,1001,1541.816351
1338.8602,1001,1541.816383
1416.9176,1001,1541.816389
1447.5793,1001,1541.816392
1260.0024,1001,1543.898059
1392.6263,1001,1543.898093
1228.4727,1001,1543.898099
1250.9584,1001,1543.898103
1213.6135,1001,1545.461061
1348.775,1001,1545.461092
1421.0808,1001,1545.461098
1355.8743,1001,1545.461102
1266.2837,1001,1547.503307
1283.9978,1001,1547.503341
1205.3723,1001,1547.503346
1347.5391,1001,1547.50335
1401.2258,1001,1549.082708
1157.7024,1001,1549.082742
1416.3618,1001,1549.082748
1382.7615,1001,1549.082752
1249.3492,1001,1551.138144
1456.4017,1001,1551.138179
1308.246,1001,1551.138184
1451.1711,1001,1551.138188
1321.2407,1001,1552.727775
1413.4286,1001,1552.727808
1504.3513,1001,1552.727813
1251.6981,1001,1552.727816
1337.1566,1001,1554.78728
1483.1523,1001,1554.787315
1438.6649,1001,1554.787322
1510.7549,1001,1554.787326
1261.3617,1001,1556.357491
1384.3542,1001,1556.357524
1200.5629,1001,1556.35753
1237.6176,1001,1556.357534
1446.4318,1001,1558.399269
1152.3678,1001,1558.3993
1271.3873,1001,1558.399306
1553.3004,1001,1558.39931
1443.3359,1001,1562.910262
1510.3279,1001,1562.910294
1325.8589,1001,1562.9103
1505.7262,1001,1562.910304
1378.217,1001,1564.968413
1407.482,1001,1564.968447
1479.5405,1001,1564.968453
1401.3998,1001,1564.968457
1317.4032,1001,1566.534462
1398.9658,1001,1566.534496
1232.5211,1001,1566.534503
1361.4835,1001,1566.534507
1427.8837,1001,1568.596311
1414.7527,1001,1568.596348
1431.2621,1001,1568.596354
1267.785,1001,1568.596358
1252.0415,1001,1570.168008
1348.6807,1001,1570.168042
1396.5425,1001,1570.168049
1202.3318,1001,1570.168053
1393.2128,1001,1572.208701
737.4941,1001,1572.208734
1242.1053,1001,1572.20874
1233.3335,1001,1572.208745
1324.4783,1001,1573.779994
1418.8182,1001,1573.780025
1372.5361,1001,1573.78003
1186.3842,1001,1573.780034
1017.5502,1001,1575.813753
1345.6277,1001,1575.813788
1449.9773,1001,1575.813794
1471.7281,1001,1575.813798
884.75916,1001,1577.380939
1445.0153,1001,1577.380969
1270.7479,1001,1577.380975
1289.8547,1001,1577.380979
1433.7203,1001,1579.440141
1362.9883,1001,1579.440171
1196.5566,1001,1579.440181
1306.1586,1001,1579.440186
1374.3452,1001,1583.966531
1124.6162,1001,1583.966567
1433.7643,1001,1583.966573
1275.7587,1001,1583.966577
1358.9178,1001,1586.014626
1449.4019,1001,1586.014664
1431.4415,1001,1586.01467
1450.1335,1001,1586.014674
972.6106,1001,1587.572479
1472.0541,1001,1587.572511
1324.8552,1001,1587.572519
1524.6261,1001,1587.572522
1463.3457,1001,1589.596125
1559.5583,1001,1589.596157
1399.9377,1001,1589.596164
1424.4211,1001,1589.596168
1348.962,1001,1591.152292
1185.0844,1001,1591.152327
1445.9567,1001,1591.152333
1034.4421,1001,1591.152337
1286.2274,1001,1593.207261
1510.3784,1001,1593.207294
1439.6222,1001,1593.2073
1396.4961,1001,1593.207304
1417.3252,1001,1594.782213
1419.2319,1001,1594.782246
1109.4456,1001,1594.782253
1377.4011,1001,1594.782257
1459.8916,1001,1596.346581
1527.8064,1001,1596.346612
1299.1152,1001,1596.346619
1106.0593,1001,1596.346623
1477.0422,1001,1598.389079
1354.2909,1001,1598.389113
1440.4711,1001,1598.389126
1427.8085,1001,1598.38913
1454.0128,1001,1599.953225
1360.1921,1001,1599.953259
1574.038,1001,1599.953265
1306.4429,1001,1599.953269
1173.2076,1001,1604.928339
1396.6366,1001,1604.928374
1468.4023,1001,1604.92838
1389.3823,1001,1604.928384
1314.7601,1001,1606.492409
1127.038,1001,1606.49244
1442.156,1001,1606.492446
1344.2837,1001,1606.49245
1486.4124,1001,1608.535345
1448.121,1001,1608.535377
1381.7035,1001,1608.535383
1420.1038,1001,1608.535386
1503.6984,1001,1610.096877
1283.9126,1001,1610.096912
1446.4365,1001,1610.096918
1299.3721,1001,1610.096922
1543.0902,1001,1612.142512
1402.882,1001,1612.142547
1435.2941,1001,1612.142554
1399.4144,1001,1612.142557
1491.1362,1001,1613.713622
1184.2216,1001,1613.713657
1498.9941,1001,1613.713663
1440.9017,1001,1613.713666
1535.0746,1001,1615.780133
1410.1455,1001,1615.780164
1535.1349,1001,1615.78017
1492.563,1001,1615.780174
1471.6608,1001,1617.351903
1284.8325,1001,1617.351938
1511.2898,1001,1617.351944
1444.2039,1001,1617.351948
1523.9777,1001,1619.391203
1485.5979,1001,1619.39124
1471.2937,1001,1619.391247
1507.4934,1001,1619.39125
1353.3319,1001,1620.954272
1430.165,1001,1620.954305
1461.2614,1001,1620.954311
1502.1162,1001,1620.954314
1374.6814,1001,1625.961342
1276.0295,1001,1625.961378
1256.1567,1001,1625.961385
1462.157,1001,1625.961389
1160.4313,1001,1627.530689
1497.1434,1001,1627.530721
1460.484,1001,1627.530727
1559.6542,1001,1627.53073
1519.4078,1001,1629.572834
1296.9684,1001,1629.572871
1511.0873,1001,1629.572878
1361.3348,1001,1629.572881
1321.5818,1001,1631.140925
1460.6886,1001,1631.140957
1530.2411,1001,1631.140963
1301.9459,1001,1631.140967
1298.3177,1001,1633.177112
1420.5385,1001,1633.177149
1213.3835,1001,1633.177155
1549.4841,1001,1633.177158
1472.1761,1001,1634.747599
1479.8619,1001,1634.747632
1377.0642,1001,1634.747638
1499.2091,1001,1634.747641
1392.7938,1001,1636.793058
1358.2932,1001,1636.793091
1245.6476,1001,1636.793097
1524.263,1001,1636.793101
1468.0739,1001,1638.349508
1458.7584,1001,1638.349543
1049.8461,1001,1638.349549
1483.2361,1001,1638.349553
1452.5685,1001,1640.377495
1482.0835,1001,1640.377533
1483.8414,1001,1640.37754
1483.2852,1001,1640.377544
1488.2338,1001,1641.93532
1230.9012,1001,1641.935351
1577.6718,1001,1641.935357
1367.8848,1001,1641.935361
1347.6807,1001,1646.882004
1538.0541,1001,1646.88204
1535.1561,1001,1646.882046
1472.1091,1001,1646.88205
1195.4496,1001,1648.459318
1414.0525,1001,1648.459352
1474.3356,1001,1648.459359
1263.9791,1001,1648.459363
1542.1466,1001,1650.516723
1264.4976,1001,1650.51676
1455.5106,1001,1650.516766
1425.286,1001,1650.51677
1501.7782,1001,1652.08589
1519.6525,1001,1652.085931
1431.64,1001,1652.085938
1436.168,1001,1652.085942
1516.9849,1001,1654.15891
1484.4889,1001,1654.158946
1310.3229,1001,1654.158952
1535.8391,1001,1654.158956
1277.1003,1001,1655.719559
1568.6776,1001,1655.719593
1320.5087,1001,1655.719598
1595.0676,1001,1655.719602
1322.7383,1001,1657.767248
1401.8094,1001,1657.767281
1357.4274,1001,1657.767288
1434.9556,1001,1657.767293
1247.7089,1001,1659.333048
1436.8451,1001,1659.333082
1442.5952,1001,1659.333087
1318.8152,1001,1659.333091
1437.2222,1001,1661.37313
1445.3431,1001,1661.373163
1522.0944,1001,1661.37317
1364.118,1001,1661.373174
1359.601,1001,1662.952311
1320.4059,1001,1662.952347
1525.9435,1001,1662.952353
1459.962,1001,1662.952357
1529.4762,1001,1667.947845
1388.3844,1001,1667.947881
1306.1241,1001,1667.947888
1273.4104,1001,1667.947892
1418.1364,1001,1669.518501
1438.5281,1001,1669.518534
1342.2014,1001,1669.51854
1349.7449,1001,1669.518545
1516.2786,1001,1671.564714
1471.247,1001,1671.564748
1460.8016,1001,1671.564754
1260.3378,1001,1671.564758
1545.186,1001,1673.129514
1423.6436,1001,1673.129552
1334.3425,1001,1673.129615
1433.7831,1001,1673.129624
1469.4344,1001,1675.18358
1453.8418,1001,1675.183612
1443.8804,1001,1675.183618
1439.1613,1001,1675.183622
1025.5482,1001,1676.73889
1397.3757,1001,1676.738926
1439.1587,1001,1676.738939
1321.9055,1001,1676.738943
1354.9052,1001,1678.781552
1516.9948,1001,1678.781588
1547.5416,1001,1678.781594
1262.8995,1001,1678.781598
1419.5304,1001,1680.359894
1380.3481,1001,1680.359928
922.783,1001,1680.359934
1286.6808,1001,1680.359937
1435.7727,1001,1682.39069
1514.6312,1001,1682.390723
1375.9144,1001,1682.390729
1500.9354,1001,1682.390732
1470.1212,1001,1683.953481
1143.8505,1001,1683.953513
