#{"t_start": 1772180824.033337, "env_id": "None"}
r,l,t
-137.2101,1001,66.559843
76.34284,1001,66.559846
-58.079273,1001,68.723574
-458.3484,1001,68.723607
121.68174,1001,68.723616
-39.55432,1001,68.723621
-107.95905,1001,70.366291
152.52986,1001,70.366326
170.95683,1001,70.366332
-30.305809,1001,70.366337
-36.69324,1001,72.513103
-143.24777,1001,72.51314
-40.40228,1001,72.513147
70.627914,1001,72.513151
190.55956,1001,74.120141
-92.75989,1001,74.120173
17.076944,1001,74.120179
269.8577,1001,74.120183
-64.4005,1001,76.209184
32.989914,1001,76.20922
222.52464,1001,76.209228
288.73947,1001,76.209233
-43.78933,1001,77.81112
-174.51709,1001,77.811154
286.02985,1001,77.811162
-1441.6261,1001,77.811167
319.54404,1001,79.995442
416.75986,1001,79.99548
31.185024,1001,79.995486
196.96992,1001,79.99549
83.7983,1001,81.616173
-53.545055,1001,81.616207
-132.69218,1001,81.616214
8.539548,1001,81.616217
156.59718,1001,83.769608
-147.64996,1001,83.769647
135.78189,1001,83.76966
346.21075,1001,83.769664
252.54997,1001,88.577046
418.52023,1001,88.577081
-77.19448,1001,88.577087
245.71887,1001,88.577091
152.28583,1001,90.779041
64.703125,1001,90.779074
-46.13617,1001,90.779081
-144.21353,1001,90.779084
68.64477,1001,92.384457
366.60635,1001,92.38449
252.37527,1001,92.384496
31.168415,1001,92.3845
71.397156,1001,94.53092
364.55588,1001,94.530956
333.7838,1001,94.530962
118.83023,1001,94.530966
-19.417559,1001,96.15285
102.08043,1001,96.152881
414.3874,1001,96.152887
81.83741,1001,96.152891
524.8475,1001,97.824204
362.74725,1001,97.82425
186.83226,1001,97.824257
281.39938,1001,97.824261
268.80023,1001,100.024106
-127.43094,1001,100.024139
273.89603,1001,100.024146
382.89734,1001,100.02415
254.24498,1001,101.697052
261.3282,1001,101.697088
109.97926,1001,101.697093
189.73332,1001,101.697097
-250.63324,1001,103.921109
-46.032516,1001,103.921146
198.6477,1001,103.921155
18.79999,1001,103.921161
-112.085266,1001,105.581227
539.88367,1001,105.581274
280.9464,1001,105.581281
208.891,1001,105.581285
-1515.6134,1001,111.018445
299.92493,1001,111.018478
137.6938,1001,111.018485
-874.38324,1001,111.018489
214.72478,1001,112.699949
258.28662,1001,112.699982
239.66562,1001,112.699988
34.270603,1001,112.699991
585.9642,1001,114.944678
553.0922,1001,114.944758
408.34814,1001,114.944767
449.20273,1001,114.944773
-1260.5934,1001,116.61733
359.86737,1001,116.617362
-1689.5455,1001,116.617368
397.03745,1001,116.617373
359.0711,1001,118.801831
118.130356,1001,118.801865
132.74748,1001,118.801872
352.93,1001,118.801876
-537.89886,1001,120.415972
347.1017,1001,120.416007
-74.90902,1001,120.416013
45.23015,1001,120.416018
552.1082,1001,122.635704
197.28517,1001,122.635745
330.19177,1001,122.635751
83.7377,1001,122.635756
418.50027,1001,124.256557
313.47556,1001,124.256591
574.2856,1001,124.256598
284.06116,1001,124.256601
455.03088,1001,126.450682
431.88846,1001,126.450721
664.4707,1001,126.45073
217.90594,1001,126.450736
-878.63184,1001,128.097365
228.23285,1001,128.097399
156.23056,1001,128.097405
674.60223,1001,128.097409
291.4948,1001,133.633203
364.64218,1001,133.633237
130.18309,1001,133.633243
512.99414,1001,133.633247
396.1807,1001,135.356651
699.6703,1001,135.356684
447.57062,1001,135.35669
252.46072,1001,135.356694
330.6603,1001,137.550046
579.3555,1001,137.550085
191.65161,1001,137.550094
142.2016,1001,137.550099
-872.5759,1001,139.189173
348.68045,1001,139.189207
503.0833,1001,139.189215
-253.98734,1001,139.189221
190.29152,1001,141.506843
289.4853,1001,141.506892
670.4367,1001,141.506917
382.8577,1001,141.506922
-753.5537,1001,143.191863
328.98508,1001,143.191898
-25.871729,1001,143.191905
477.62973,1001,143.191912
-2366.8865,1001,145.334087
-1554.2426,1001,145.334126
589.9612,1001,145.334132
198.12955,1001,145.334136
-37.428173,1001,146.927777
-331.12872,1001,146.927811
276.41156,1001,146.927817
-1085.078,1001,146.927821
375.38275,1001,149.082894
461.15982,1001,149.08306
674.37933,1001,149.083084
-1051.649,1001,149.083097
250.22513,1001,150.803685
344.74365,1001,150.803721
424.11426,1001,150.803727
-1925.2124,1001,150.803731
-400.99942,1001,156.064325
307.37524,1001,156.064361
211.02899,1001,156.064371
-1792.173,1001,156.064376
234.71736,1001,157.703424
76.66693,1001,157.70346
161.7241,1001,157.703466
467.91736,1001,157.703471
-845.86273,1001,159.999864
47.879444,1001,159.999899
134.64542,1001,159.999915
465.50647,1001,159.999919
130.16039,1001,161.699567
-1108.3019,1001,161.699607
20.977425,1001,161.699613
-78.901245,1001,161.699617
425.4674,1001,163.939306
196.7275,1001,163.939346
35.71345,1001,163.939353
-1133.6062,1001,163.939357
298.8032,1001,165.531573
-1104.0898,1001,165.531603
-1159.3872,1001,165.53161
258.75644,1001,165.531615
-34.114437,1001,167.662574
276.6969,1001,167.662609
-640.16327,1001,167.662616
-346.05984,1001,167.66262
-1302.1211,1001,169.427445
438.4521,1001,169.427479
-970.16016,1001,169.427486
-1940.9834,1001,169.42749
356.787,1001,171.590089
-401.93845,1001,171.590125
-874.764,1001,171.590132
-155.7148,1001,171.590135
-625.00995,1001,173.195287
201.66478,1001,173.195322
368.12253,1001,173.195328
-517.2173,1001,173.195332
311.18506,1001,178.293938
503.69662,1001,178.293974
-71.95751,1001,178.293982
-31.264557,1001,178.293987
-1354.377,1001,179.897348
-435.91266,1001,179.897385
-227.47102,1001,179.897391
-208.996,1001,179.897395
-1243.7069,1001,182.091772
331.13376,1001,182.091807
607.7314,1001,182.091812
-1006.1479,1001,182.091816
35.51579,1001,183.702242
-575.08405,1001,183.702281
344.2129,1001,183.702289
389.13507,1001,183.702294
-37.14271,1001,185.851746
-1086.9229,1001,185.851783
336.04654,1001,185.851789
-186.95978,1001,185.851793
-258.94086,1001,187.481376
-328.65677,1001,187.481409
-234.56418,1001,187.481415
249.02975,1001,187.481418
26.605505,1001,189.700768
83.27521,1001,189.70081
275.45514,1001,189.700817
-679.0477,1001,189.700821
-316.16193,1001,191.370694
-105.12995,1001,191.37073
-1088.0846,1001,191.370736
-428.19556,1001,191.37074
-383.61957,1001,193.525392
-515.1925,1001,193.525431
-334.4352,1001,193.525437
-254.57632,1001,193.525441
-1165.3348,1001,195.153531
-470.11453,1001,195.153567
-846.1501,1001,195.153573
24.633463,1001,195.153577
-1071.3705,1001,199.887978
-792.8127,1001,199.888022
-93.90635,1001,199.888028
-235.9709,1001,199.888032
433.71912,1001,202.21796
-910.7804,1001,202.217996
-176.66008,1001,202.218003
-452.8839,1001,202.218007
-863.5849,1001,203.796187
-733.2707,1001,203.796225
-1405.9836,1001,203.796231
12.749319,1001,203.796235
-332.0211,1001,206.03579
205.13196,1001,206.035823
74.53415,1001,206.03583
-725.21826,1001,206.035834
-295.1392,1001,207.6306
-468.36514,1001,207.630637
-211.69446,1001,207.630645
616.66266,1001,207.630651
-978.1829,1001,209.709923
171.93158,1001,209.709957
-710.85596,1001,209.709965
-609.0658,1001,209.709971
144.14104,1001,211.304501
-502.1566,1001,211.304538
-90.02096,1001,211.304545
363.3192,1001,211.304549
523.16736,1001,213.431949
495.94846,1001,213.431986
-552.1025,1001,213.431993
277.85025,1001,213.431997
-1831.2256,1001,215.086205
-67.027115,1001,215.086237
534.1353,1001,215.086243
-1449.8495,1001,215.086247
263.95364,1001,217.411722
486.44443,1001,217.411757
361.72433,1001,217.411763
607.01855,1001,217.411767
25.542448,1001,221.989302
588.3208,1001,221.989346
-2564.4866,1001,221.989352
475.81357,1001,221.989357
571.0215,1001,224.241091
500.9718,1001,224.241128
535.26135,1001,224.241135
331.74017,1001,224.241139
-117.38486,1001,225.864904
50.88162,1001,225.864944
410.20282,1001,225.864952
622.83575,1001,225.864958
447.28156,1001,228.045034
-102.22994,1001,228.045076
97.56805,1001,228.045083
346.22684,1001,228.045087
123.705124,1001,229.642966
-370.48007,1001,229.643006
339.712,1001,229.643012
-145.95569,1001,229.643016
-842.82544,1001,231.834429
291.2048,1001,231.834466
218.69705,1001,231.834473
438.75067,1001,231.834478
-660.403,1001,233.518615
63.24832,1001,233.518652
355.72495,1001,233.518658
69.59013,1001,233.518662
407.23108,1001,235.818214
523.32306,1001,235.81825
-1942.9404,1001,235.818257
238.83942,1001,235.818262
-1048.1926,1001,237.43838
314.89563,1001,237.438415
275.1472,1001,237.438423
810.8633,1001,237.438428
366.67264,1001,239.698267
381.54266,1001,239.698306
528.12494,1001,239.698311
577.66547,1001,239.698316
571.37134,1001,244.38336
38.773235,1001,244.383391
460.2059,1001,244.383398
498.68387,1001,244.383402
347.39413,1001,246.658297
-8.213808,1001,246.658332
442.19458,1001,246.65834
485.3814,1001,246.658345
335.46533,1001,248.325273
427.66208,1001,248.325307
570.32446,1001,248.325314
534.01697,1001,248.325318
-909.2785,1001,250.532419
185.34758,1001,250.532454
644.41254,1001,250.53246
272.3361,1001,250.532464
115.71785,1001,252.161955
-2087.2175,1001,252.161992
-71.6168,1001,252.161998
366.67,1001,252.162002
-2073.829,1001,254.280441
709.7458,1001,254.280477
504.82755,1001,254.280483
721.1763,1001,254.280487
-131.30576,1001,255.886209
477.1014,1001,255.886242
120.67521,1001,255.886248
378.3907,1001,255.886252
586.4595,1001,257.969748
-118.2387,1001,257.969794
515.72406,1001,257.969801
-1350.3817,1001,257.969805
430.25232,1001,259.563965
662.69403,1001,259.564003
587.12445,1001,259.564009
224.96516,1001,259.564013
338.82388,1001,261.713405
396.6643,1001,261.713442
496.3904,1001,261.71345
480.9763,1001,261.713455
477.39334,1001,266.247981
618.6292,1001,266.248019
438.3902,1001,266.248025
707.3687,1001,266.248029
429.49127,1001,268.353592
-356.79907,1001,268.353626
464.10406,1001,268.353632
263.61887,1001,268.353637
582.7119,1001,269.962969
601.466,1001,269.963004
359.1211,1001,269.96301
557.2956,1001,269.963014
-911.5198,1001,272.033913
31.322432,1001,272.03395
-208.12375,1001,272.033956
248.77985,1001,272.033961
497.30646,1001,273.648318
432.8494,1001,273.648355
396.07663,1001,273.648362
550.0389,1001,273.648368
695.37366,1001,275.765805
544.6893,1001,275.765843
445.53333,1001,275.76585
788.90076,1001,275.765854
145.53091,1001,277.356868
-55.34853,1001,277.356901
211.71805,1001,277.35691
-2109.8381,1001,277.356914
243.9287,1001,279.470503
-735.80414,1001,279.470538
481.80865,1001,279.470545
372.82996,1001,279.470549
875.99036,1001,281.065723
786.6574,1001,281.065759
820.8392,1001,281.065766
558.29346,1001,281.06577
698.27106,1001,283.218072
634.0408,1001,283.218107
680.9128,1001,283.218115
-647.8787,1001,283.218119
528.2187,1001,287.721078
-244.96529,1001,287.721113
647.11145,1001,287.721119
580.74713,1001,287.721123
543.46533,1001,289.845224
498.01978,1001,289.84526
440.04745,1001,289.845266
284.4935,1001,289.84527
521.1437,1001,291.437859
-115.499886,1001,291.437892
-444.85254,1001,291.437898
422.61127,1001,291.437902
211.42863,1001,293.557391
517.6536,1001,293.557426
237.76183,1001,293.557433
660.14557,1001,293.557437
685.60254,1001,295.158162
488.56537,1001,295.158199
593.398,1001,295.158207
-437.77655,1001,295.158213
617.2478,1001,296.768613
808.7058,1001,296.768645
373.3031,1001,296.768651
668.85236,1001,296.768654
-4.078746,1001,298.894237
330.0437,1001,298.894272
628.5523,1001,298.894278
692.96136,1001,298.894282
542.23303,1001,300.484314
-288.9694,1001,300.484348
771.7906,1001,300.484356
506.03027,1001,300.484361
146.88835,1001,302.582818
304.80487,1001,302.582855
659.63043,1001,302.582861
611.4387,1001,302.582865
761.5498,1001,304.185335
372.52963,1001,304.18537
707.896,1001,304.185377
371.99213,1001,304.185381
576.85406,1001,309.219777
421.2942,1001,309.219811
664.5128,1001,309.219817
764.5856,1001,309.219821
629.4409,1001,310.803705
218.27104,1001,310.803736
659.75397,1001,310.803742
-256.3242,1001,310.803746
-1915.7742,1001,312.902214
536.17664,1001,312.902251
-777.40405,1001,312.902257
492.3388,1001,312.902262
-277.88464,1001,314.489349
508.47684,1001,314.489386
19.952116,1001,314.489392
311.9398,1001,314.489396
336.74118,1001,316.594233
453.42792,1001,316.594265
489.76245,1001,316.594274
-1498.2356,1001,316.594278
592.69354,1001,318.215432
710.0411,1001,318.215467
680.7258,1001,318.215473
607.4633,1001,318.215478
628.48914,1001,320.330122
637.8162,1001,320.330159
697.35004,1001,320.330165
-1784.8368,1001,320.33017
725.00256,1001,321.912067
550.91327,1001,321.912099
491.98203,1001,321.912106
565.4413,1001,321.912109
684.5611,1001,324.05775
350.599,1001,324.057785
776.863,1001,324.057791
669.1467,1001,324.057795
819.282,1001,325.63427
307.2209,1001,325.634307
776.1096,1001,325.634313
-316.6341,1001,325.634317
634.8701,1001,330.713242
-11.30971,1001,330.713275
551.39166,1001,330.713281
727.8135,1001,330.713285
634.28253,1001,332.301517
492.644,1001,332.30155
-347.17996,1001,332.301556
5.462849,1001,332.301561
699.86835,1001,334.415607
476.63556,1001,334.415642
485.8974,1001,334.415649
752.48566,1001,334.415653
665.9844,1001,335.993262
-394.1833,1001,335.993304
354.9049,1001,335.993312
639.0678,1001,335.993318
589.2382,1001,338.115323
654.31415,1001,338.11536
240.58728,1001,338.115375
751.846,1001,338.11538
-595.9892,1001,339.697571
64.669235,1001,339.697603
797.5423,1001,339.697608
17.466248,1001,339.697612
379.55353,1001,341.796082
746.3027,1001,341.79612
-2254.9797,1001,341.796126
565.9308,1001,341.796131
808.5366,1001,343.377836
-752.5346,1001,343.377869
272.3378,1001,343.377874
543.2705,1001,343.377878
274.19855,1001,345.470554
630.07477,1001,345.47059
-108.98354,1001,345.470596
-1434.3124,1001,345.4706
504.0386,1001,347.034493
442.86334,1001,347.034536
618.90656,1001,347.034542
-1847.4393,1001,347.034546
469.31186,1001,352.032418
693.0134,1001,352.032449
-277.5644,1001,352.032455
441.07083,1001,352.032459
837.53326,1001,353.616319
-154.90994,1001,353.616349
581.10645,1001,353.616354
897.31537,1001,353.616358
407.20853,1001,355.722168
264.09314,1001,355.722202
714.9136,1001,355.722208
623.83356,1001,355.722211
690.42,1001,357.309536
-427.95465,1001,357.309568
813.4506,1001,357.309574
810.8487,1001,357.309579
547.428,1001,359.411599
456.54538,1001,359.411635
499.3404,1001,359.411642
667.9508,1001,359.411646
351.92862,1001,361.002031
582.75836,1001,361.002063
690.14594,1001,361.002069
428.47827,1001,361.002072
-1443.2391,1001,363.079319
522.2588,1001,363.079354
626.9414,1001,363.07936
-824.9972,1001,363.079363
427.79837,1001,364.696201
580.9724,1001,364.696235
811.724,1001,364.696242
587.2962,1001,364.696246
610.7406,1001,366.818191
685.23956,1001,366.818226
541.02124,1001,366.818232
691.85254,1001,366.818237
369.80283,1001,368.431823
319.04016,1001,368.431859
645.6194,1001,368.431865
283.58096,1001,368.43187
638.4315,1001,373.435474
878.35724,1001,373.435513
-112.814835,1001,373.435519
562.51483,1001,373.435523
416.84735,1001,375.021625
-1509.3342,1001,375.021666
603.093,1001,375.021673
606.907,1001,375.021677
-981.9797,1001,377.083741
-61.74394,1001,377.083776
-2781.088,1001,377.083782
-453.50854,1001,377.083786
575.9408,1001,378.680745
-509.755,1001,378.680788
651.6225,1001,378.680796
842.76245,1001,378.680801
628.6631,1001,380.791011
918.60815,1001,380.791047
737.7525,1001,380.791054
754.63794,1001,380.791058
536.9557,1001,382.378513
188.69994,1001,382.378546
304.43652,1001,382.378552
-1367.7975,1001,382.378556
694.96136,1001,384.496016
702.19775,1001,384.496051
-2926.4907,1001,384.496057
473.21277,1001,384.496062
672.2102,1001,386.090955
661.95337,1001,386.090989
477.7245,1001,386.090995
711.84784,1001,386.090999
301.3493,1001,388.192166
434.94296,1001,388.192203
939.41077,1001,388.19221
575.4293,1001,388.192215
530.5052,1001,389.782057
725.6079,1001,389.782098
-1616.6951,1001,389.782104
769.4512,1001,389.782108
-1685.4952,1001,394.282352
421.4803,1001,394.282387
291.54684,1001,394.282394
-1316.5424,1001,394.282398
-277.91586,1001,396.368899
160.5025,1001,396.368939
722.69214,1001,396.368946
-932.30334,1001,396.368951
-1976.2426,1001,397.951447
-19.128843,1001,397.951483
648.98785,1001,397.951488
284.45026,1001,397.951493
-270.15332,1001,400.037763
640.22595,1001,400.037796
744.21277,1001,400.037803
524.46045,1001,400.037807
50.11747,1001,401.637693
72.01626,1001,401.637727
751.6067,1001,401.637735
657.8611,1001,401.637739
75.02569,1001,403.74936
676.1717,1001,403.749395
-1652.3381,1001,403.749401
-467.26215,1001,403.749405
-338.96835,1001,405.352863
-433.10724,1001,405.352897
593.67773,1001,405.352903
783.6001,1001,405.352911
-872.13367,1001,407.471558
773.7193,1001,407.471591
342.11755,1001,407.471597
592.12366,1001,407.471603
418.6254,1001,409.09155
517.50073,1001,409.091583
-61.464867,1001,409.09159
638.0787,1001,409.091594
-365.53586,1001,411.290941
-285.69788,1001,411.290977
725.5047,1001,411.290983
608.11346,1001,411.290988
399.11804,1001,415.980624
-2199.1838,1001,415.980657
-2340.8066,1001,415.980663
763.0745,1001,415.980667
404.72852,1001,418.209117
669.23816,1001,418.209151
-2383.312,1001,418.209157
225.33328,1001,418.209162
887.11664,1001,419.880227
722.6859,1001,419.880262
863.5936,1001,419.880268
437.9294,1001,419.880278
637.39056,1001,422.079374
801.7155,1001,422.079419
618.4151,1001,422.079426
388.10742,1001,422.07943
-2283.5437,1001,423.77113
263.83,1001,423.771164
847.2104,1001,423.771171
269.77438,1001,423.771176
704.6815,1001,425.994578
663.7828,1001,425.994612
956.25635,1001,425.994617
628.2415,1001,425.994622
-613.2561,1001,427.603508
-245.26991,1001,427.603541
37.608704,1001,427.603548
772.88776,1001,427.603552
-1768.9695,1001,429.804281
879.12177,1001,429.80432
-1296.1472,1001,429.804327
678.4697,1001,429.804331
339.42218,1001,431.548843
519.4055,1001,431.548881
721.27203,1001,431.548887
625.56793,1001,431.548891
825.96356,1001,433.915671
209.59673,1001,433.915707
287.13922,1001,433.915713
267.54056,1001,433.915717
-1233.1873,1001,438.527859
602.10046,1001,438.527889
-354.23672,1001,438.527895
-1717.3657,1001,438.5279
372.79306,1001,440.779735
206.33395,1001,440.779768
853.75226,1001,440.779774
694.1012,1001,440.779778
547.93494,1001,442.408082
494.82245,1001,442.408117
847.70447,1001,442.408123
435.8556,1001,442.408127
552.8242,1001,444.705242
715.5907,1001,444.705275
682.3957,1001,444.705281
587.8431,1001,444.705285
848.8986,1001,446.334564
721.5839,1001,446.334599
734.66125,1001,446.334605
748.59,1001,446.334609
636.2092,1001,448.578937
702.7329,1001,448.578978
436.91785,1001,448.578985
912.1535,1001,448.578989
390.2262,1001,450.227891
-1953.3937,1001,450.227927
-485.06396,1001,450.227934
-307.0478,1001,450.227937
612.89545,1001,452.462334
329.7119,1001,452.462372
853.557,1001,452.462378
732.292,1001,452.462382
471.5476,1001,454.077047
489.5359,1001,454.077081
631.355,1001,454.077087
598.5521,1001,454.077091
544.38684,1001,456.308347
815.3023,1001,456.308421
395.92194,1001,456.308429
7.454748,1001,456.308433
604.12067,1001,461.071701
805.08514,1001,461.071736
496.01523,1001,461.071743
531.2293,1001,461.071746
428.7207,1001,463.417472
662.14545,1001,463.417508
978.9216,1001,463.417516
773.62463,1001,463.417521
681.96484,1001,465.032748
385.35342,1001,465.032785
907.9834,1001,465.032791
-1754.216,1001,465.032795
468.11026,1001,467.22398
677.9244,1001,467.224019
802.33453,1001,467.224026
769.9335,1001,467.22403
709.1978,1001,468.859526
964.85205,1001,468.859562
596.5626,1001,468.859571
937.9211,1001,468.859576
536.6398,1001,471.031817
721.40576,1001,471.031852
564.25037,1001,471.031858
222.18806,1001,471.031862
746.2235,1001,472.694858
569.88214,1001,472.694894
537.0903,1001,472.694902
395.96576,1001,472.694911
535.1935,1001,474.868994
539.1439,1001,474.869027
839.4193,1001,474.869034
702.8497,1001,474.869038
-1858.0529,1001,476.489413
-2222.393,1001,476.489447
795.65247,1001,476.489453
434.76547,1001,476.489456
680.484,1001,478.681417
375.0622,1001,478.681452
675.2969,1001,478.681459
494.9457,1001,478.681463
409.07925,1001,483.343552
732.5397,1001,483.343586
854.31384,1001,483.343593
505.73102,1001,483.343597
795.2657,1001,485.563521
300.18863,1001,485.563563
33.89363,1001,485.563571
537.8084,1001,485.563575
769.30975,1001,487.233683
629.6592,1001,487.233724
434.42892,1001,487.23373
460.6132,1001,487.233734
519.7653,1001,488.830316
-796.2806,1001,488.830353
555.85284,1001,488.830362
933.7604,1001,488.830367
293.32742,1001,491.038775
674.8893,1001,491.03881
581.7142,1001,491.038817
576.7869,1001,491.038822
582.01715,1001,492.664094
356.10178,1001,492.66413
602.3782,1001,492.664136
865.04297,1001,492.66414
532.5468,1001,494.858979
572.10455,1001,494.859012
538.94946,1001,494.859018
493.03174,1001,494.859022
669.57825,1001,496.460822
848.3319,1001,496.460857
428.56454,1001,496.460863
679.63135,1001,496.460867
724.735,1001,498.671167
428.2928,1001,498.671203
736.3941,1001,498.671209
896.97656,1001,498.671213
443.54895,1001,500.291228
727.7405,1001,500.29126
798.49475,1001,500.291265
105.58757,1001,500.29127
754.7562,1001,505.48771
686.9922,1001,505.487745
729.19543,1001,505.48775
622.5888,1001,505.487754
512.7897,1001,507.16082
670.97516,1001,507.160852
613.9098,1001,507.160867
538.1766,1001,507.160871
326.39822,1001,509.37426
722.9386,1001,509.374294
827.45966,1001,509.374301
924.657,1001,509.374305
856.9737,1001,510.977346
142.43115,1001,510.97738
837.76624,1001,510.977386
570.9411,1001,510.97739
837.0076,1001,513.217724
800.2494,1001,513.217759
889.17365,1001,513.217766
586.8946,1001,513.217771
432.19012,1001,514.951801
774.25793,1001,514.951835
977.17957,1001,514.951842
724.94037,1001,514.951846
646.1349,1001,517.067721
775.80115,1001,517.067755
699.7723,1001,517.067761
945.8786,1001,517.067765
816.33014,1001,518.610102
309.774,1001,518.610136
712.7178,1001,518.610142
706.48047,1001,518.610146
677.8491,1001,520.743053
640.1699,1001,520.743085
631.7705,1001,520.743091
579.9072,1001,520.743094
875.30426,1001,522.276325
591.53564,1001,522.276356
797.90643,1001,522.276362
666.08606,1001,522.276366
608.54706,1001,527.274734
-2428.3245,1001,527.27477
737.5161,1001,527.274776
550.4382,1001,527.27478
873.2917,1001,528.877173
766.7052,1001,528.877207
695.24286,1001,528.877212
602.4581,1001,528.877216
764.291,1001,531.007887
579.0245,1001,531.007927
826.33185,1001,531.007934
776.52655,1001,531.007937
893.20953,1001,532.558161
640.76355,1001,532.558193
924.05286,1001,532.558199
906.0213,1001,532.558203
348.2771,1001,534.719139
476.32684,1001,534.719175
653.29944,1001,534.719181
758.45197,1001,534.719185
621.10284,1001,536.257709
607.806,1001,536.257743
835.1753,1001,536.257749
561.4397,1001,536.257753
539.98035,1001,538.419713
412.67874,1001,538.419751
380.902,1001,538.419758
496.64133,1001,538.419762
217.47581,1001,539.951312
757.01495,1001,539.951347
1029.9574,1001,539.951353
560.36096,1001,539.951357
544.2946,1001,542.053736
627.8811,1001,542.053789
554.17957,1001,542.053797
724.0947,1001,542.053802
783.389,1001,543.595435
858.371,1001,543.595466
900.425,1001,543.595472
477.9339,1001,543.595476
479.71506,1001,548.517038
674.82214,1001,548.517069
760.35126,1001,548.517075
-479.50488,1001,548.517079
729.0712,1001,550.130022
835.86847,1001,550.130053
584.8654,1001,550.130059
773.08844,1001,550.130062
692.92255,1001,552.19312
720.91907,1001,552.193155
632.02527,1001,552.193161
965.8007,1001,552.193165
634.1363,1001,553.755402
735.2741,1001,553.755434
346.88684,1001,553.75544
526.5805,1001,553.755444
554.7478,1001,555.875656
676.3501,1001,555.87569
494.48352,1001,555.875697
361.56537,1001,555.875701
883.3587,1001,557.446879
675.97986,1001,557.44692
526.4714,1001,557.446927
834.4083,1001,557.446931
761.13153,1001,559.585577
490.78214,1001,559.585616
764.7078,1001,559.585621
743.40247,1001,559.585625
745.24207,1001,561.170047
736.1054,1001,561.17008
781.54944,1001,561.170086
304.88712,1001,561.170091
504.12296,1001,563.238361
841.0283,1001,563.238397
685.3144,1001,563.238403
607.81866,1001,563.238407
568.95245,1001,564.788567
876.2951,1001,564.7886
728.9952,1001,564.788606
-1537.4813,1001,564.78861
845.6759,1001,569.674873
1004.77014,1001,569.674913
738.9738,1001,569.674922
663.0879,1001,569.674926
886.17206,1001,571.26492
228.31946,1001,571.264953
832.49835,1001,571.26496
639.3763,1001,571.264963
895.70074,1001,573.273358
